text,class
Nhìn bề ngoài quán cũng khá bắt mắt vì nằm ngay mặt đường Xã Đàn Vỉa hè rộng có nhân viên bảo vệ dắt và trông xe Không gian quán khá ấm cúng có thể ngồi bệt hoặc ngồi bàn Quán chỉ có 2 tầng ngồi tầng 2 chân hơi bị thấp nên cảm giác không được thoáng nắm Quán phục vụ ngoài trà thì có cafe và các loại đồ uống khác có phục vụ thêm long nhãn khô để ăn vặt ngoài hướng dương Trà thì uống tạm được nhưng nước ép cà rốt mình gọi thì như nước lọc luôn lãng toẹt chưa bao giờ mình ngồi quán cốc nước ép đắt mà lại pha chế kiểu vậy như luôn Thanh toán tính tiền cũng không rõ ràng 1 trà 1 ép carot 1 trà lipton thêm 2 gọi long nhãn mà tính hết 250k Lúc bọn mình hỏi lại   họ lại cũng chỉ nói liệt kê rồi nói tổng con số thôi Chắc ko quay lại quán Có thể bán đắt nhưng không nên bán điêu như thế,{LOCATION#GENERAL#POS};{AMBIENCE#GENERAL#POS};{RESTAURANT#MISCELLANEOUS#POS};{DRINK#STYLE&OPTIONS#POS};{DRINK#QUALITY#NEU};{DRINK#PRICE#NEG}
Cuối tuần tranh thủ cà phê chém gió cùng bạn bè được mọi người giới thiệu nên đi thử ấn tượng ban đầu về quán rất thoáng sạch sẽ và một màu xanh lá cây nhạt Thực đơn rất phong phú với nhiều loại mà giá cả thì vừa túi tiền cho sinh viên người thường,{AMBIENCE#GENERAL#POS};{RESTAURANT#PRICE#POS}
Quán có cái địa chỉ hơi khó tìm hơi xa xôi hẻo lánh  Nhưng được cái hải sản ở đây tươi roi rói mà rẻ thôi rồi luôn,{LOCATION#GENERAL#NEU};{FOOD#QUALITY#POS};{FOOD#PRICE#POS}
Quán thân quen Mình đến quán khá sớm nên còn khá vắng vẻ ngồi mát rượi thật thích Mình order 1 ly theo ý thích ổi dưa lưới dưa hấu không đường không đá Cứ nghĩ là không biết uống được không toàn trái cây mình thích nhưng ép chung không biết ra sao Kết quả là cực kỳ hài lòng Tỷ lệ vừa phải độ ngọt các loại hoà quyện dễ chịu màu sắc đẹp mùi các loại vẫn đầy đủ tuy là mùi ổi vẫn trội nhất vì quán ép ổi xá lị đỏ thơm quá 35k chai khá ổn Nhân viên phục vụ nhiệt tình vui vẻ Thích mấy cái lọ hoa nho nhỏ của quán Hoa hẹ bình thường mà cắm lên đẹp ghê Mình ngồi ngay cửa sổ kính ngắm phố phường Trên kính có dán mấy sticker hình trái cây nhỏ nhỏ xinh xinh khá dễ thương vui mắt Điểm trừ của quán là hơi bị khuất bị nguyên cây xoài to án ngữ bên cạnh Lần đầu phải chạy qua chạy lại mới thấy Những lần sau thì cứ thấy cây xoài to là tấp vô  vô tình là thành mốc đánh dấu khỏi đi nhầm,{AMBIENCE#GENERAL#POS};{DRINK#QUALITY#POS};{DRINK#STYLE&OPTIONS#POS};{AMBIENCE#GENERAL#POS}
Quán trang trí tạm được Không gian tuy nhỏ nhưng ấm cúng Tuy nhiên nước uống dở soda lợ lợ không hề có vị ngọt khó uống,{AMBIENCE#GENERAL#NEU};{DRINK#QUALITY#POS}
Không gian nhỏ nhưng yên tĩnh và sạch sẽ Chị chủ dễ thương Đồ uống ngon và giá cả khá rẻ trang trí siêu dễ thương luôn Rất thích hợp cho những ai muốn có không gian yên tĩnh để đọc sách hay làm việc,{AMBIENCE#GENERAL#POS};{SERVICE#GENERAL#POS};{FOOD#QUALITY#POS};{FOOD#PRICE#POS}
Bước vào cửa tiệm thơm phức mùi trà chọn bình dành cho 3 người vị  và bình 2 người vị  vị bạc hà cực thơm dùng cùng 1 viên đường là đủ Bình Rasberry Lychee thì mùi  rất đặc trưng có thể thêm sữa vì khá ngọt rồi Nhân viên thân thiện thêm nước nóng free nhé Không gian miễn bàn đặc biệt nếu đến buổi tối phòng thơm mùi trà trang trí đồ kiểu vintage mình rất thích Giá không mắc lắm nếu đi 2 người trở lên có thể share,{DRINK#QUALITY#POS};{SERVICE#GENERAL#POS};{AMBIENCE#GENERAL#POS};{DRINK#PRICE#POS}
Cuối tuần cùng gia đình đến dùng Sumo hình như vừa đổi menu mới thấy thêm nhiều món ngon Bạn bè mình ai cũng thích ,{FOOD#QUALITY#POS}
Ta nói đang đói lao ngay vào kêu tô mì khô lấy hoành thánh với phèo ai cũng nhìn như người ngoài hành tinh Mà cá nhân cũng thấy mình ăn hơi lạ lùng hoành thánh thôi không nói quất thêm phèo non vô lãng nhách luôn  Mì trộn ngon ghê quất 1 lèo hết luôn hoành thánh nhân bên trong rất ngon nhưng ăn không hơi lạt nên mình xin thêm chén nhỏ xịt nước tương và tương ớt làm nước chấm ngon bá cháy luôn mà lại đậm đà nữa Tô chất lượng vậy quán cho thêm dĩa rau bự ăn xong ná thở luôn hết có 32k thôi,{FOOD#QUALITY#POS};{FOOD#PRICE#POS}
Hối hận khi vào quán này Bánh nước gì cũng bình thường Giá cả không hợp lí so với dịch vụ và chất lượng Nóng nực muỗi chích Lời khuyên cho các bạn không nên ngồi ở trên lầu nhìn rất là ngợp dù lúc mình đi ở trên đó chẳng có ai ngoài nhóm mình,{RESTAURANT#GENERAL#NEU};{RESTAURANT#PRICE#NEG};{AMBIENCE#GENERAL#NEG}
Hôm lễ 10 3 gia đình nhà mình có ghé Phan Thiết Em gái mình được quảng cáo từ trang nào đó ghé ngay vào quán này Được hai món đầu đưa ra sớm Món sau quán đánh bắt xa bờ nên hơn 1 tiếng rưỡi không thấy đâu Món cơm chiên khá ít Mình bực nhất thái độ nhân viên phục vụ Khách gọi mà cứ người này đùn đẩy người kia Một anh chàng còn tỏ vẻ không quan tâm khách nói gì Một số nhân viên hình như không biết đếm đem bát đũa ra còn thiếu Làm mình phải gọi lại mấy lần mới đủ đồ để ăn Thực phẩm sử dụng đồ đông lạnh để lâu không rõ do dịp lễ khan hiếm thực phẩm hay sau Đợi mãi không thấy món ăn đưa ra nhà mình đi về Tính tiền luôn cả món chưa đem Quán có một ưu điểm là không gian tốt đỗ xe ngắm mây trời thì được còn ăn thì các bạn tự nhận xét nhé,{FOOD#STYLE&OPTIONS#NEG};{SERVICE#GENERAL#NEG};{AMBIENCE#GENERAL#POS}
Mình rất thích đâu hủ đặc biệt đậu hủ cổ truyền là đậu hủ nóng sau này thì có nhiều biến tấu mới hơn và ở đây là hội tụ sự biến tấu trong món ăn đậu hủ này Quán này mình được biết đến là nhờ hotdeal mình lên hotdeal mò mẫm thì thấy món đậu hủ này lạ đúng gu đậu hủ của mình quyết tâm mua voucher và con đường tìm kiếm địa chỉ để ăn được món ăn này mình phải lên vincom trong khu food suquare nằm trong khu này hơi khuất nên tìm cũng khó lắm ở đây có sự phân biệt khách dùng deal quán khá đông có 2 đứa mình D mà chở mất 20 mới có món ăn mình kêu món đậu hủ thập cẩm bạn mình kêu món gì quên tên rồi mà nó giống như sương sáo đó ăn không ngon lắm Sau khi món ăn được bưng ra thì cảm nhận miếng đầu tiên đậu hủ không ngon bằng ở ngoài đường thì bình thường không gian cũng khá thoáng ,{FOOD#STYLE&OPTIONS#POS};{FOOD#QUALITY#NEU};{LOCATION#GENERAL#NEU};{AMBIENCE#GENERAL#POS}
Nằm gần trường đại học công nghiệp trên đường Nguyễn Văn Bảo nên dễ đi không bị kẹt xe Có các loại trà kết hợp độc đáo lại còn rẻ nữa bên ngoài có sẵn nhãn dán để không bị nhầm lẫn các loại trà Đồ uống ngon và đặc biệt mình kết nhất cái li đẹp ơi là đẹp Tuy nhiên nhân viên mới là ấn tượng ai cũng xinh xắn lại dễ thương và chu đáo nữa Tuy nhiên decor chưa đặc sắc lắm và hơi nóng vào mùa này vì không có máy lạnh Thế nhưng vì những ưu điểm bự ở trên mình kết  rồi,{LOCATION#GENERAL#POS};{DRINK#PRICE#POS};{DRINK#QUALITY#POS};{DRINK#STYLE&OPTIONS#POS};{SERVICE#GENERAL#POS}
Mọi người khen quán ngon rẻ đẹp Mình đi 2 vợ chồng và 1 con nhỏ Quán rộng nhiều ruồi Nhà mình gọi  ngao hấp  phomai  cua gạch miến Lần đầu tiên ăn hải sản mà không nuốt nổi Ngao không tươi hàu phomai thấy bảo nổi tiếng nhưng ăn thì cực ngấy hàu tanh bở đoán là chết lâm sàng Cua miến tạm chấp nhận nhưng cho nguyên con cua xào với miến và trứng thì chẳng thấy liên quan lắm Nói chung bỏ lại hết không ăn được ,{AMBIENCE#GENERAL#NEG};{FOOD#QUALITY#NEG}
Mình đến đây vì thấy được đánh giá khá cao trên foody thật sự không ngoài mong đợi rất hài lòng Nhân viên cực nhiệt tình lịch sự và dễ thương nữa Bingsu ngon cực ăn mãi không ngán mình gọi bingsu yogurt việt quất nhỏ 65k đúng chất bingsu Nước uống cũng ok nữa mình thích nhất socola bạc hà đá xay thơm thơm như kẹo dynamite chocomint ấy Bạn mình gọi bánh cookie xay cũng rất ngon Bánh crepe khá được mà lại rẻ nữa Quán có không gian đẹp và yên tĩnh thích hợp tụ tập bạn bè hay cho các cặp đôi Quán lại giảm cho thẻ E card của mình nữa Sẽ đến đây nữa để thử những vị bingsu khác ,{RESTAURANT#GENERAL#POS};{SERVICE#GENERAL#POS};{FOOD#QUALITY#POS};{DRINK#QUALITY#POS};{FOOD#PRICE#POS};{AMBIENCE#GENERAL#POS}
hôm nay mình đi ban đêm bên trong hết chỗ nên mình ra ngoài sân ngồi  ngồi ngoài này đẹp nhưng nóng quá có quạt nhưng vẫn rất nóng,{AMBIENCE#GENERAL#NEU}
Quán này thì ruột quá rùi Quán có từ lâu Lúc trước mình toàn đi ăn ở đây nhưng gần đây nhiều quán mở cũng ngon lại rẻ nên mình cũng ít ăn Lâu lâu mới ghé lại quán hơi đông nên mình mua về Ốc hút ở đây ngon giá được Vẫn rất thích Nhưng bình thường mình ăn thấy dưa chua và xoài rất rất ngon giòn giòn chấm với nước ốc thì ngon miễn chê  Nhưng lần này mua về dưa chua mềm mềm xoài thì ỉu xìu mềm nhũng không ngon chút nào Nhưng bù lại vị ốc vẫn ngon nước thấm Nói chung là được,{FOOD#QUALITY#POS};{FOOD#PRICE#POS};{RESTAURANT#GENERAL#NEU}
Mình có đọc  vài thông tin về chất lượng phục vụ của quán nên đắn đo mãi mới dám đến ăn thử  Nhưng ngày mình đi ăn lại cảm thấy dịch vụ và thức ăn không tệ như những bình luận khác Có lẽ mấy bạn đi vào dịp tết nên quán đông khách không phục vụ tốt đấy thôi,{SERVICE#GENERAL#POS};{FOOD#QUALITY#POS}
Lần đầu tới ăn thì thấy được lắm tự nhiên hôm nay đi ăn trời ơi nó dở toàn rau không anh nhân viên phục vụ cưng lắm mình xin thêm đá hỏi lại mình xin gì Được có chị phục vụ dưới lầu là dễ thương đúng nghĩa thôi Ăn vặt này kia mà 4 người hết 340k không đáng tí nào hết Sẽ không bao giờ quay lại Maika nữa ,{FOOD#QUALITY#NEG};{SERVICE#GENERAL#NEU}
Gửi xe khá nhiệt tình phòng chật chội ngồi không thoải mái máy lạnh 2 cái nhưng hình như không bật nóng khiếp mình gọi 2 cơm ruốc Thái 2 khăn lạnh 2 trà đá Đợi  có liền nhân viên nhiệt tình mời a mời chị dùng khổ nỗi mang nhầm món phải đổi lại không mang khăn lạnh ra trà đá mình đã nói với nhân viên mang cho mình 3 lần nhưng cuối cùng vẫn không ai mang ra đã nóng mà không mang nước ra Tới lúc thanh toán thì vẫn vô tư tính tiền trà đá dù thấy rằng trên bàn không có li nước nào và nhân viên quản lý cũng không thèm xin lỗi trong khi có tới 6 7 nhân viên trong 1 quán mà chả lẽ nói 3 lần rồi quên mang Món cơm ruốc Thái không có gì nổi bật 60k 1 món so với nhà hàng Hai lúa bên Tản Đà 30k ăn cũng như nhau Nói chung không đạt tiêu chuẩn 1 nhà hàng lịch sự Ưu điểm duy nhất là mấy người gửi xe nhiệt tình,{RESTAURANT#MISCELLANEOUS#POS};{AMBIENCE#GENERAL#POS};{SERVICE#GENERAL#NEU};{RESTAURANT#GENERAL#NEG}
Mì vịt cứ hễ quay lại là giá tăng lên hôm nay lên 100k tô rồi nhưng chất lượng đã giảm nước lèo nguội mì bở Nói chung không quay lại nữa,{RESTAURANT#PRICE#NEG};{FOOD#QUALITY#NEG}
hải sản cực ngonn Sốt với tôm mềm thơm béo cực Có món nước mới là nước đào vị chanh thanh thanh miếng đào to vàng nhai giòn giòn nha Ghiền món salad hải sản mất rồi chắc mốt ăn hoài ,{FOOD#QUALITY#POS};{DRINK#QUALITY#POS}
Trà sữa nói chung uống cũng chấp nhận được Thạch phô mai mặn mặn lạ miệng,{DRINK#QUALITY#NEU}
Âm thanh không tốt Phòng cách âm mà vẫn nghe cực kì rõ bên kia hát gì Micro hư trầm trọng làm khó hát Vô mà nhân viên cứ câu giờ đợi  mới mở được cái TV Giá thì cũng không như ở ngoài ghi Thiệt sự quá tệ,{AMBIENCE#GENERAL#NEG};{RESTAURANT#PRICE#NEG}
Giá ok cơm trộn cực ngon hôm đó còn được tặng thêm dĩa đong sương nhỏ Mà lâu nay qua cứ thấy đóng cửa hoài,{FOOD#QUALITY#POS};{SERVICE#GENERAL#POS}
Theo mình nghĩ phải thêm tranh 3d cảnh biển nữa tạo thêm vách suối để nghe như tiếng sóng còn rừng thì cũng phải thêm tranh 3d cảnh khu rừng vì mình biết không gian nhỏ nên đây là cách làm hợp lí nếu được thì thêm tiếng chim hót có thể thu âm như vậy sẽ hút khách hơn,{AMBIENCE#GENERAL#NEU}
thấy đánh giá 7 sao hôm nay đến ăn thử thật sự thì bánh quá tệ nước canh nhạt như quên bỏ súp và cũng không có vị ngọt hay gì cả nhân viên thì phục vụ cũng nhiệt tình nhưng chất lượng như vậy thì sẽ không quay lại đâu,{FOOD#QUALITY#NEG};{SERVICE#GENERAL#POS}
Quán ốc ruột của mình ngon nhất là món ốc xào chị chủ quán nhiệt tình lại còn dễ thương,{FOOD#QUALITY#POS};{SERVICE#GENERAL#POS}
Dù là dân miền Nam nhưng mà mình cũng thích ẩm thực Bắc lắm Nói chứ có biết quán ngõ 8 nhiều rồi nhưng lúc đến ăn rồi vẫn phải nói là ngõ 8 thật sự tuyệt Đồ ăn ngon giá cả hợp lý không gian nhỏ và ấm cúng Do lần đó chỉ tính ăn chơi chơi thế mà kêu món ăn đến nỗi no không đứng dậy nỗi Phở cuốn hình thức đẹp cuốn rất khéo ăn vừa ngon và thích nước mắm chấm kèm hay hay vô cùng Mực sữa chiên nước mắm thì tuyệt vời làm mồi đưa bia quá tuyệt vời Nhưng có lẽ món phải ăn khi ghé ngõ 8 đó chính là CHÂN GÀ RANG MUỐI ôi giời ôi ngon hết biết luôn tuyệt vời ông mặt trời ,{FOOD#QUALITY#POS};{FOOD#PRICE#POS};{AMBIENCE#GENERAL#POS};{FOOD#STYLE&OPTIONS#POS}
Bánh gạo cay tobboki khá ngon nhưng nước sốt mặn 35k 1 suất Khá đắt so với giá sinh viên nhưng ổn Khuyến nghị mang theo hộp cơm trắng khi ăn với món này ,{FOOD#QUALITY#POS};{FOOD#PRICE#NEU}
Lần đầu vô đây là do có người bạn ăn qua khen ăn củng ngon giới thiệu Mình kêu phần combo có kimbap mì lạnh tobboki Phải công nhận là chờ đồ ăn lên là nửa tiếng  kimbap ổn còn topoki với mì lạnh ăn kinh thật như chè vậy cực kỳ ngọt  Ăn mà nhắm mắt nhắm mũi ăn đại luôn đó,{SERVICE#GENERAL#POS};{FOOD#QUALITY#NEG}
Quán này mới mở thêm chi nhánh đó mọi người Không nhớ số bao nhiêu nhưng nhớ là nằm sát nách UBND phường Linh Trung trên đường Kha Vạn Cân đó Bạn nào đi đường Phạm Văn Đồng rẻ vào xíu là tới Phải nói ngoại trừ các món ăn ngon hợp túi tiền thì quán có đội ngủ nhân viên rất teen Tới quán giống như về nhà về quê vậy đó Khách và nhân viên cười đùa thoải mái nhân viên ở đây nhớ mặt khách cực kỳ chỉ cần tới 1 lần là nó nhớ khách ăn gì đi biển xe bao nhiêu mới ghê Quán phục vụ nước chè xanh nước mơ nước sấu bột sắn giây đều do đích thân chủ quán làm hết đó,{SERVICE#GENERAL#POS};{DRINK#QUALITY#POS}
Quán ở đây nghe nói là được công ty nước nào đó bảo trợ sẽ bán 2 món với giá 10k trong 1 năm là bánh canh chả cá và cơm Đông Dương Bánh canh nước dùng đậm đà rất ngon nước nhiều nhưng bánh canh hơi ít ăn 2 tô thì bao no ,{FOOD#QUALITY#POS}
Trà sữa cực thơm ngon luônn Quán ở trong vincom nên có thể đi lượn lờ luôn nhưng cuối tuần đông kinh khủng Xe gửi xe mà làm tắc đường luôn,{DRINK#QUALITY#POS};{LOCATION#GENERAL#POS}
Đọc trên Foody thì quán rất hấp dẫn nhưng không trước hết là không gian quán thì không ổn vì bàn ghế xếp lung tung những bàn ăn trước chưa hề được dọn Tiếp theo là món mì mình ăn mì kim chi thịt bò bàn về mì thì như hình bạn cũng thấy chỉ được hai miếng bò mỏng tanh còn tái vài viên bò viên mềm không tưởng và vài lát kim chi nước dùng thì nguội ngay khi được mang lên bàn Nước uống thì mình gọi green tea và cookie cream green tea thì kem bị chua còn cookie cream thì nhạt Cũng không hiểu sao mình gọi dọn bàn dùm mình cả hai lần mà không được dọn Mình sẽ không quay lại quán lần nữa,{AMBIENCE#GENERAL#POS};{FOOD#PRICE#NEG};{FOOD#QUALITY#NEG};{DRINK#QUALITY#NEG};{SERVICE#GENERAL#POS}
